;Date;TypeA;TypeB;TypeC;TypeD;TypeE;TypeG;Organic;Year;Sales;City;AveragePrice;format
33;08/05/2018;950;15;0;3857;7;0;organic;2018;Clarissa;Palembang;19110;minimarket
34;01/05/2018;825;29;0;4392;17;0;organic;2018;Mei;Palembang;18720;minimarket
35;24/04/2018;662;21;0;3773;7;0;organic;2018;Clarissa;Surabaya;18720;minimarket
36;17/04/2018;656;9;0;3221;0;0;organic;2018;Viola;Palembang;18850;minimarket
37;10/04/2018;622;21;0;3366;0;0;organic;2018;Viola;Palembang;16510;minimarket
38;03/04/2018;634;6;0;2501;0;0;organic;2018;Eko;Palembang;17030;minimarket
39;27/03/2018;516;9;0;2943;0;0;organic;2018;Eko;Palembang;16380;minimarket
40;20/03/2018;649;3;0;2902;0;0;organic;2018;Clarissa;Bandung;16380;minimarket
41;13/03/2018;617;24;0;3620;0;0;organic;2018;Viola;Surabaya;16510;minimarket
42;06/03/2018;494;6;0;2113;0;0;organic;2018;Viola;Jakarta;17810;minimarket
43;28/02/2018;580;3;0;2225;0;0;organic;2018;Edelyn;BalikPapan;18720;minimarket
44;21/02/2018;636;0;0;1864;0;0;organic;2018;Viola;BalikPapan;20020;minimarket
45;14/02/2018;549;0;0;2863;3;0;organic;2018;Eko;BalikPapan;18980;minimarket
46;07/02/2018;306;0;0;2367;0;0;organic;2018;Clarissa;Jayapura;18330;minimarket
47;31/01/2018;623;18;0;2570;0;0;organic;2018;Eko;Makassar;18590;minimarket
48;24/01/2018;503;0;0;3400;0;0;organic;2018;Viola;Jayapura;17420;minimarket
49;17/01/2018;680;9;0;2492;0;0;organic;2018;Viola;Makassar;19240;minimarket
50;10/01/2018;407;6;0;2361;0;0;organic;2018;Viola;Jayapura;19760;minimarket
51;03/01/2018;755;3;0;2148;0;0;organic;2018;Eko;Medan;19760;minimarket
0;25/12/2018;5592;15902;772;14699;474;0;organic;2018;Eko;Bandung;28210;minimarket
1;18/12/2018;11645;22853;191;16087;554;0;organic;2018;Clarissa;Jayapura;25870;minimarket
2;11/12/2018;4691;13912;529;13521;5;0;organic;2018;Viola;Jakarta;28860;minimarket
3;04/12/2018;9062;24011;482;11823;5;0;organic;2018;Mei;Medan;26520;minimarket
4;27/11/2018;4166;14257;238;10376;80;0;organic;2018;Edelyn;BalikPapan;30940;minimarket
5;20/11/2018;8938;28673;195;10325;233;0;organic;2018;Eko;Makassar;26520;minimarket
6;13/11/2018;3701;19605;97;4922;81;0;organic;2018;Clarissa;Jakarta;34450;minimarket
7;06/11/2018;3243;19599;139;2221;46;0;organic;2018;Eko;BalikPapan;31980;minimarket
8;30/10/2018;5224;18866;58;778;525;0;organic;2018;Edelyn;Jakarta;29250;minimarket
9;23/10/2018;1932;4815;33;1662;0;0;organic;2018;Clarissa;Jayapura;27300;minimarket
10;16/10/2018;3985;11359;89;1942;462;0;organic;2018;Clarissa;Jakarta;30290;minimarket
11;09/10/2018;4175;11905;791;9213;379;0;organic;2018;Eko;Palembang;29900;minimarket
12;02/10/2018;3507;11531;1516;18657;333;0;organic;2018;Clarissa;Surabaya;31330;minimarket
13;25/09/2018;3786;10296;601;16887;146;0;organic;2018;Clarissa;BalikPapan;30420;minimarket
14;18/09/2018;4208;13328;1497;26584;85;0;organic;2018;Clarissa;Bandung;30680;minimarket
15;11/09/2018;9239;31315;492;28384;690;0;organic;2018;Viola;Jakarta;26780;minimarket
16;04/09/2018;5170;18565;545;20924;0;0;organic;2018;Viola;Jayapura;27950;minimarket
17;28/08/2018;3097;12761;1276;2179;62;0;organic;2018;Viola;BalikPapan;30160;minimarket
18;21/08/2018;5398;16529;1352;6946;358;0;organic;2018;Eko;Jayapura;28080;minimarket
19;14/08/2018;5199;15227;1468;3060;355;0;organic;2018;Viola;Jakarta;29510;minimarket
20;07/08/2018;4520;16430;1881;4250;74;0;organic;2018;Clarissa;Jayapura;30810;minimarket
21;31/07/2018;3527;14456;1723;4337;5;0;organic;2018;Clarissa;Jayapura;31330;minimarket
22;24/07/2018;3377;15394;2406;7609;516;0;organic;2018;Mei;Bandung;30160;minimarket
23;17/07/2018;4035;16488;2930;31257;897;0;organic;2018;Clarissa;Palembang;31200;minimarket
24;10/07/2018;4835;19430;2347;23056;633;0;organic;2018;Edelyn;BalikPapan;30290;minimarket
25;03/07/2018;4226;20281;1935;19365;507;0;organic;2018;Edelyn;BalikPapan;29640;minimarket
26;26/06/2018;3521;14622;389;18563;1550;0;organic;2018;Eko;Surabaya;28990;minimarket
27;19/06/2018;3233;14647;175;18633;715;0;organic;2018;Viola;Surabaya;29380;minimarket
28;12/06/2018;3909;14359;178;9035;1279;0;organic;2018;Eko;Jakarta;25220;minimarket
29;05/06/2018;2285;11252;322;16812;1135;0;organic;2018;Viola;Bandung;27950;minimarket
30;29/05/2018;4303;13793;2707;11497;2206;0;organic;2018;Clarissa;Jakarta;27950;minimarket
31;22/05/2018;5436;21065;2695;15280;318;0;organic;2018;Eko;Jayapura;26130;minimarket
32;15/05/2018;4328;15961;2631;11027;841;0;organic;2018;Viola;BalikPapan;26260;minimarket
33;08/05/2018;3876;11969;2361;20040;1392;0;organic;2018;Viola;Surabaya;26000;minimarket
34;01/05/2018;5556;17186;2672;27009;2055;0;organic;2018;Viola;Palembang;28080;minimarket
35;24/04/2018;4483;15498;2804;27093;457;0;organic;2018;Edelyn;Surabaya;27430;minimarket
36;17/04/2018;4726;18018;2509;13176;1852;0;organic;2018;Clarissa;Makassar;25740;minimarket
37;10/04/2018;3080;11181;2404;12724;1072;0;organic;2018;Eko;Bandung;28600;minimarket
38;03/04/2018;5328;16420;2449;21877;1236;0;organic;2018;Mei;Palembang;27040;minimarket
39;27/03/2018;2964;12313;2499;17606;527;0;organic;2018;Mei;BalikPapan;27560;minimarket
40;20/03/2018;5060;14571;2250;9225;811;0;organic;2018;Edelyn;Surabaya;24960;minimarket
41;13/03/2018;7270;12040;2081;10528;1490;0;organic;2018;Viola;Jakarta;25480;minimarket
42;06/03/2018;8104;16994;2071;9997;4381;0;organic;2018;Viola;Palembang;24180;minimarket
43;28/02/2018;4924;13005;1706;9947;3026;0;organic;2018;Edelyn;Bandung;25480;minimarket
44;21/02/2018;5044;10101;1489;5209;4387;0;organic;2018;Viola;Jakarta;24700;minimarket
45;14/02/2018;4689;9473;1200;10464;2464;0;organic;2018;Viola;Jakarta;27430;minimarket
46;07/02/2018;4812;9963;1516;8388;5804;0;organic;2018;Viola;Jakarta;25350;minimarket
47;31/01/2018;2126;7493;1236;3843;10051;0;organic;2018;Mei;Jayapura;23790;minimarket
48;24/01/2018;2290;9485;2221;7033;7093;0;organic;2018;Edelyn;BalikPapan;27170;minimarket
49;17/01/2018;4864;8524;1707;1492;3889;0;organic;2018;Eko;Jakarta;25090;minimarket
50;10/01/2018;3898;11770;1689;402;16870;0;organic;2018;Viola;Makassar;20020;minimarket
51;03/01/2018;1302;4127;1757;869;13016;0;organic;2018;Viola;Jayapura;20930;minimarket
0;25/12/2018;8252;26477;717;73179;1163;0;organic;2018;Eko;Palembang;26000;minimarket
1;18/12/2018;14616;33603;164;63812;1388;0;organic;2018;Viola;Palembang;25220;minimarket
2;11/12/2018;6301;23536;484;75224;457;0;organic;2018;Clarissa;BalikPapan;26130;minimarket
3;04/12/2018;11974;36255;401;68363;570;0;organic;2018;Clarissa;Makassar;26000;minimarket
4;27/11/2018;6089;22961;230;55092;652;0;organic;2018;Clarissa;Jakarta;27690;minimarket
5;20/11/2018;13476;40040;186;64603;1070;0;organic;2018;Viola;Palembang;25090;minimarket
6;13/11/2018;6112;27856;111;48446;462;0;organic;2018;Eko;Jakarta;27690;minimarket
7;06/11/2018;5609;26861;141;55962;526;0;organic;2018;Eko;Medan;26910;minimarket
8;30/10/2018;7966;26564;67;36379;1154;0;organic;2018;Clarissa;Jakarta;25480;minimarket
9;23/10/2018;3798;9176;44;43497;568;0;organic;2018;Clarissa;Jakarta;22100;minimarket
10;16/10/2018;5942;21092;94;45250;1052;0;organic;2018;Clarissa;Jakarta;24180;minimarket
11;09/10/2018;6424;21882;700;57686;1020;0;organic;2018;Mei;Bandung;24830;minimarket
12;02/10/2018;5768;20282;1326;72212;941;0;organic;2018;Viola;BalikPapan;25870;minimarket
13;25/09/2018;6169;19761;559;84054;720;0;organic;2018;Viola;Makassar;25480;minimarket
14;18/09/2018;6844;22067;1273;106402;491;0;organic;2018;Eko;Jayapura;26520;minimarket
15;11/09/2018;12483;42591;430;108495;1388;0;organic;2018;Viola;Makassar;25350;minimarket
16;04/09/2018;8635;30659;537;87988;465;0;organic;2018;Edelyn;Bandung;24960;minimarket
17;28/08/2018;4850;24190;1136;41026;435;0;organic;2018;Viola;Jakarta;23920;minimarket
18;21/08/2018;7702;29626;1175;66877;740;0;organic;2018;Clarissa;Jayapura;22750;minimarket
19;14/08/2018;7745;27894;1325;38368;945;0;organic;2018;Edelyn;Bandung;24050;minimarket
20;07/08/2018;6863;28661;1614;50509;296;0;organic;2018;Viola;Medan;24440;minimarket
21;31/07/2018;5541;26017;1541;40157;580;0;organic;2018;Mei;Jakarta;24310;minimarket
22;24/07/2018;5082;26745;2321;51249;3527;0;organic;2018;Mei;Jakarta;24570;minimarket
23;17/07/2018;6082;28783;3117;101869;9785;0;organic;2018;Clarissa;Jakarta;26910;minimarket
24;10/07/2018;7294;31729;2224;83325;7068;0;organic;2018;Eko;Jayapura;25870;minimarket
25;03/07/2018;6218;33939;1960;98420;11891;0;organic;2018;Viola;Palembang;24180;minimarket
26;26/06/2018;5040;25775;534;74390;10185;0;organic;2018;Clarissa;Jakarta;24830;minimarket
27;19/06/2018;4677;25454;332;75420;10796;0;organic;2018;Viola;Jakarta;24700;minimarket
28;12/06/2018;6583;25151;1518;48533;12056;0;organic;2018;Viola;Medan;22230;minimarket
29;05/06/2018;3880;22468;331;64790;11472;0;organic;2018;Mei;Palembang;23270;minimarket
30;29/05/2018;6197;27663;2316;61556;13366;0;organic;2018;Edelyn;Jakarta;24310;minimarket
31;22/05/2018;7555;34677;2270;80740;9038;0;organic;2018;Clarissa;Bandung;23530;minimarket
32;15/05/2018;5714;26315;2397;67998;9854;0;organic;2018;Clarissa;Palembang;23270;minimarket
33;08/05/2018;5190;23718;2044;76581;15490;0;organic;2018;Clarissa;Surabaya;23140;minimarket
34;01/05/2018;8435;33078;2207;95608;12148;0;organic;2018;Viola;BalikPapan;25220;minimarket
35;24/04/2018;7151;24967;2443;103152;13506;0;organic;2018;Eko;Palembang;24700;minimarket
36;17/04/2018;6852;28274;2138;68444;13738;0;organic;2018;Eko;Surabaya;23920;minimarket
37;10/04/2018;4209;19962;2037;70435;17632;0;organic;2018;Edelyn;Bandung;24440;minimarket
38;03/04/2018;7548;25272;2015;79550;10244;0;organic;2018;Mei;Jakarta;24440;minimarket
39;27/03/2018;4081;20857;2136;77619;10074;0;organic;2018;Clarissa;Bandung;24050;minimarket
40;20/03/2018;6688;25202;1881;60348;9899;0;organic;2018;Viola;Jayapura;22750;minimarket
41;13/03/2018;10674;21147;1755;53468;16676;0;organic;2018;Viola;Jakarta;22750;minimarket
42;06/03/2018;12253;30535;1757;41427;27889;0;organic;2018;Edelyn;Bandung;23270;minimarket
43;28/02/2018;6651;28375;1434;45277;27770;0;organic;2018;Clarissa;Palembang;23400;minimarket
44;21/02/2018;6874;18295;1275;36591;24407;0;organic;2018;Viola;BalikPapan;23010;minimarket
45;14/02/2018;7156;19173;1055;44769;11510;0;organic;2018;Clarissa;Jakarta;25350;minimarket
46;07/02/2018;7261;23223;1330;38549;26233;0;organic;2018;Edelyn;Jakarta;24700;minimarket
47;31/01/2018;3605;14831;1124;34163;33975;0;organic;2018;Edelyn;Jakarta;22490;minimarket
48;24/01/2018;3750;17193;1929;42410;24087;0;organic;2018;Viola;Makassar;23660;minimarket
49;17/01/2018;7832;17800;1500;33936;15222;0;organic;2018;Clarissa;Jakarta;21710;minimarket
50;10/01/2018;5989;21064;1436;31297;39753;0;organic;2018;Clarissa;Palembang;19760;minimarket
51;03/01/2018;2252;13966;1511;27555;34617;0;organic;2018;Viola;Jakarta;20020;minimarket
0;25/12/2018;10;301;0;10658;0;0;organic;2018;Clarissa;Palembang;24700;minimarket
1;18/12/2018;6;215;0;7228;0;0;organic;2018;Edelyn;Jakarta;25350;minimarket
2;11/12/2018;6;172;0;10348;0;0;organic;2018;Edelyn;BalikPapan;24050;minimarket
3;04/12/2018;16;159;0;8566;0;0;organic;2018;Edelyn;Bandung;25480;minimarket
4;27/11/2018;46;227;0;8451;0;0;organic;2018;Edelyn;Jakarta;23920;minimarket
5;20/11/2018;21;244;0;9274;0;0;organic;2018;Eko;Bandung;23530;minimarket
6;13/11/2018;4;232;0;10490;0;0;organic;2018;Viola;Jakarta;23270;minimarket
7;06/11/2018;6;336;0;12233;0;0;organic;2018;Viola;Jayapura;23920;minimarket
8;30/10/2018;1;181;0;7223;0;0;organic;2018;Eko;BalikPapan;21450;minimarket
9;23/10/2018;0;154;0;11171;0;0;organic;2018;Clarissa;Jakarta;22750;minimarket
10;16/10/2018;4;203;0;8759;0;0;organic;2018;Clarissa;Jakarta;19370;minimarket
11;09/10/2018;0;124;0;10166;0;0;organic;2018;Clarissa;Jakarta;20280;minimarket
12;02/10/2018;0;173;0;12228;0;0;organic;2018;Mei;BalikPapan;20540;minimarket
13;25/09/2018;2;321;0;14078;0;0;organic;2018;Clarissa;Jayapura;19630;minimarket
14;18/09/2018;0;228;0;11609;0;0;organic;2018;Clarissa;Medan;21580;minimarket
15;11/09/2018;6;271;0;17284;0;0;organic;2018;Viola;BalikPapan;21450;minimarket
16;04/09/2018;1;231;0;12807;0;0;organic;2018;Clarissa;Jayapura;20540;minimarket
17;28/08/2018;1;235;0;8630;0;0;organic;2018;Viola;BalikPapan;19630;minimarket
18;21/08/2018;3;240;0;11584;0;0;organic;2018;Clarissa;Palembang;18590;minimarket
19;14/08/2018;1;311;0;8207;0;0;organic;2018;Viola;Jayapura;18200;minimarket
20;07/08/2018;1;245;0;5439;0;0;organic;2018;Mei;Surabaya;16640;minimarket
21;31/07/2018;0;214;0;4631;0;0;organic;2018;Edelyn;Bandung;14300;minimarket
22;24/07/2018;0;287;0;5589;6;0;organic;2018;Clarissa;BalikPapan;14690;minimarket
23;17/07/2018;0;200;0;12322;0;0;organic;2018;Clarissa;Medan;19110;minimarket
24;10/07/2018;5;145;0;14332;0;0;organic;2018;Eko;Jakarta;18850;minimarket
25;03/07/2018;1;336;0;28795;0;0;organic;2018;Viola;Bandung;17290;minimarket
26;26/06/2018;1;150;0;12321;0;0;organic;2018;Viola;Medan;18980;minimarket
27;19/06/2018;4;145;0;10700;0;0;organic;2018;Viola;Medan;18460;minimarket
28;12/06/2018;0;105;0;4469;0;0;organic;2018;Mei;Jakarta;12870;minimarket
29;05/06/2018;0;184;0;4946;0;0;organic;2018;Viola;Medan;13520;minimarket
30;29/05/2018;3;353;0;4545;0;0;organic;2018;Mei;Jakarta;15470;minimarket
31;22/05/2018;4;250;0;7392;0;0;organic;2018;Viola;Bandung;16380;minimarket
32;15/05/2018;0;221;0;5558;0;0;organic;2018;Edelyn;Jakarta;15860;minimarket
33;08/05/2018;0;299;0;11503;0;0;organic;2018;Viola;Jakarta;21190;minimarket
34;01/05/2018;0;128;0;11498;0;0;organic;2018;Mei;Jakarta;21060;minimarket
35;24/04/2018;1;357;0;12869;0;0;organic;2018;Viola;Jayapura;21970;minimarket
36;17/04/2018;0;264;0;12078;0;0;organic;2018;Viola;Surabaya;20800;minimarket
37;10/04/2018;4;276;0;13344;0;0;organic;2018;Viola;BalikPapan;19500;minimarket
38;03/04/2018;0;215;0;7960;0;0;organic;2018;Mei;Makassar;20930;minimarket
39;27/03/2018;11;308;0;12537;0;0;organic;2018;Viola;Jakarta;20930;minimarket
40;20/03/2018;5;424;0;10908;0;0;organic;2018;Edelyn;BalikPapan;21710;minimarket
41;13/03/2018;5;222;0;10758;0;0;organic;2018;Eko;Jakarta;21190;minimarket
42;06/03/2018;9;443;0;9733;0;0;organic;2018;Viola;Jayapura;21840;minimarket
43;28/02/2018;1;357;0;9558;3;0;organic;2018;Clarissa;Jayapura;21320;minimarket
44;21/02/2018;1;175;0;9052;0;0;organic;2018;Viola;Jakarta;21320;minimarket
45;14/02/2018;5;169;0;9985;0;0;organic;2018;Viola;Bandung;21580;minimarket
46;07/02/2018;6;201;0;9584;0;0;organic;2018;Viola;BalikPapan;21710;minimarket
47;31/01/2018;2;154;0;8984;0;0;organic;2018;Eko;Jakarta;21450;minimarket
48;24/01/2018;12;210;0;10992;0;0;organic;2018;Eko;Surabaya;21710;minimarket
49;17/01/2018;6;249;0;10205;0;0;organic;2018;Viola;BalikPapan;20150;minimarket
50;10/01/2018;16;246;0;10260;3;0;organic;2018;Viola;Jayapura;21580;minimarket
51;03/01/2018;13;249;0;8675;0;0;organic;2018;Clarissa;Jakarta;21190;minimarket
0;25/12/2018;475;38;0;2863;2225;0;organic;2018;Mei;Jakarta;16510;minimarket
1;18/12/2018;458;51;0;3027;2136;0;organic;2018;Viola;Jakarta;16380;minimarket
2;11/12/2018;520;33;0;2820;2487;0;organic;2018;Clarissa;BalikPapan;18200;minimarket
3;04/12/2018;529;42;0;2107;2643;0;organic;2018;Viola;Bandung;18980;minimarket
4;27/11/2018;470;40;0;1927;2106;0;organic;2018;Viola;Jayapura;19110;minimarket
5;20/11/2018;603;45;0;2077;2757;0;organic;2018;Clarissa;Jayapura;19890;minimarket
6;13/11/2018;691;47;0;3137;2916;0;organic;2018;Clarissa;Jakarta;19890;minimarket
7;06/11/2018;851;90;0;1777;3359;0;organic;2018;Mei;Jayapura;20280;minimarket
8;30/10/2018;692;201;0;303;2562;0;organic;2018;Viola;Makassar;20280;minimarket
9;23/10/2018;741;54;0;10;3221;0;organic;2018;Mei;Jakarta;19500;minimarket
10;16/10/2018;478;51;0;533;1867;0;organic;2018;Mei;BalikPapan;18720;minimarket
11;09/10/2018;1878;136;0;687;681;0;organic;2018;Edelyn;Jakarta;26000;minimarket
12;02/10/2018;2848;212;0;707;6;0;organic;2018;Viola;Jayapura;29900;minimarket
13;25/09/2018;2264;180;0;1010;531;0;organic;2018;Clarissa;BalikPapan;26390;minimarket
14;18/09/2018;1164;72;0;2157;4441;0;organic;2018;Viola;BalikPapan;18200;minimarket
15;11/09/2018;1322;108;0;2990;3145;0;organic;2018;Mei;Jakarta;19110;minimarket
16;04/09/2018;2497;246;0;3500;23;0;organic;2018;Mei;Jayapura;24050;minimarket
17;28/08/2018;2354;141;0;3757;43;0;organic;2018;Clarissa;Surabaya;23400;minimarket
18;21/08/2018;2643;177;0;3503;37;0;organic;2018;Viola;Bandung;24050;minimarket
19;14/08/2018;3004;160;0;3530;43;0;organic;2018;Clarissa;Jayapura;24440;minimarket
20;07/08/2018;3068;186;0;3453;33;0;organic;2018;Viola;Bandung;24700;minimarket
21;31/07/2018;3289;135;0;3543;47;0;organic;2018;Mei;Medan;23920;minimarket
22;24/07/2018;3787;211;0;4380;33;0;organic;2018;Clarissa;Jakarta;23530;minimarket
23;17/07/2018;3282;176;0;2875;13;0;organic;2018;Clarissa;Jayapura;24700;minimarket
24;10/07/2018;2719;222;0;6942;30;0;organic;2018;Edelyn;Palembang;19890;minimarket
25;03/07/2018;2607;229;0;6171;23;0;organic;2018;Edelyn;Jayapura;17160;minimarket
26;26/06/2018;3804;275;0;2863;13;0;organic;2018;Mei;Palembang;21320;minimarket
27;19/06/2018;2669;340;0;3703;13;0;organic;2018;Viola;Bandung;19630;minimarket
28;12/06/2018;3023;155;0;2880;27;0;organic;2018;Mei;Surabaya;20540;minimarket
29;05/06/2018;2655;135;0;3570;17;0;organic;2018;Mei;Jakarta;19630;minimarket
30;29/05/2018;2743;99;0;4433;3;0;organic;2018;Edelyn;Makassar;19110;minimarket
31;22/05/2018;2686;133;0;3824;0;0;organic;2018;Clarissa;Palembang;20670;minimarket
32;15/05/2018;2355;123;0;2941;0;0;organic;2018;Clarissa;Makassar;21320;minimarket
33;08/05/2018;2770;154;0;2674;0;0;organic;2018;Eko;Bandung;21840;minimarket
34;01/05/2018;2123;145;0;3431;0;0;organic;2018;Clarissa;Medan;20800;minimarket
35;24/04/2018;2375;98;0;3541;0;0;organic;2018;Viola;Bandung;20930;minimarket
36;17/04/2018;2539;160;0;2906;0;0;organic;2018;Mei;Palembang;21320;minimarket
37;10/04/2018;2428;124;0;2639;0;0;organic;2018;Clarissa;Jakarta;19630;minimarket
38;03/04/2018;2988;132;0;2634;0;0;organic;2018;Viola;Surabaya;20280;minimarket
39;27/03/2018;2981;111;0;2207;0;0;organic;2018;Viola;Surabaya;20800;minimarket
40;20/03/2018;2282;102;0;1972;0;0;organic;2018;Clarissa;Medan;20410;minimarket
41;13/03/2018;2735;99;0;2817;0;0;organic;2018;Clarissa;Bandung;19760;minimarket
42;06/03/2018;2527;84;0;1167;10;0;organic;2018;Viola;Jakarta;22620;minimarket
43;28/02/2018;2916;110;0;1110;7;0;organic;2018;Clarissa;Palembang;23140;minimarket
44;21/02/2018;2172;62;0;1488;3;0;organic;2018;Edelyn;Jayapura;21710;minimarket
45;14/02/2018;2475;48;0;1557;0;0;organic;2018;Mei;Bandung;21970;minimarket
46;07/02/2018;2384;72;0;1430;0;0;organic;2018;Viola;Makassar;22100;minimarket
47;31/01/2018;2811;68;0;1173;7;0;organic;2018;Clarissa;Jakarta;22880;minimarket
48;24/01/2018;2300;58;0;2410;0;0;organic;2018;Viola;BalikPapan;20670;minimarket
49;17/01/2018;2448;73;0;967;3;0;organic;2018;Mei;Jakarta;23010;minimarket
50;10/01/2018;2418;60;0;1363;17;0;organic;2018;Mei;Jayapura;22750;minimarket
51;03/01/2018;5709;99;0;1437;2143;0;organic;2018;Viola;BalikPapan;17290;minimarket
0;25/12/2018;982;3178;15;7054;149;0;organic;2018;Clarissa;Bandung;24700;minimarket
1;18/12/2018;1455;4382;0;4795;179;0;organic;2018;Viola;Jayapura;24310;minimarket
2;11/12/2018;565;2881;2;5214;0;0;organic;2018;Edelyn;Jakarta;26520;minimarket
3;04/12/2018;1179;5084;3;4119;0;0;organic;2018;Clarissa;BalikPapan;26130;minimarket
4;27/11/2018;705;3573;9;3510;101;0;organic;2018;Edelyn;Medan;28340;minimarket
5;20/11/2018;1865;4782;14;4760;200;0;organic;2018;Clarissa;Palembang;24700;minimarket
6;13/11/2018;930;3350;3;1991;11;0;organic;2018;Clarissa;Palembang;31850;minimarket
7;06/11/2018;869;2632;0;4214;19;0;organic;2018;Mei;Jakarta;30160;minimarket
8;30/10/2018;1020;3824;0;1633;54;0;organic;2018;Viola;Medan;31070;minimarket
9;23/10/2018;677;2326;0;1554;23;0;organic;2018;Viola;Surabaya;26780;minimarket
10;16/10/2018;824;2625;0;2717;110;0;organic;2018;Clarissa;Bandung;29380;minimarket
11;09/10/2018;868;2915;4;2785;129;0;organic;2018;Viola;Palembang;28210;minimarket
12;02/10/2018;855;2659;0;3228;124;0;organic;2018;Viola;Jakarta;28990;minimarket
13;25/09/2018;782;3275;19;5419;26;0;organic;2018;Eko;Jakarta;29120;minimarket
14;18/09/2018;765;2809;0;8857;105;0;organic;2018;Eko;Makassar;28340;minimarket
15;11/09/2018;1346;4722;8;9245;82;0;organic;2018;Clarissa;Surabaya;27040;minimarket
16;04/09/2018;1240;4534;39;6312;0;0;organic;2018;Eko;Jayapura;26520;minimarket
17;28/08/2018;573;3403;23;2289;33;0;organic;2018;Eko;Jakarta;26780;minimarket
18;21/08/2018;882;4182;7;5365;169;0;organic;2018;Mei;Makassar;24310;minimarket
19;14/08/2018;863;3718;16;2240;132;0;organic;2018;Viola;Surabaya;26780;minimarket
20;07/08/2018;729;3821;4;4647;68;0;organic;2018;Eko;Makassar;26520;minimarket
21;31/07/2018;666;3284;14;3467;0;0;organic;2018;Mei;Medan;28600;minimarket
22;24/07/2018;625;3548;17;3587;181;0;organic;2018;Clarissa;Jayapura;26910;minimarket
23;17/07/2018;856;4252;21;6665;1454;0;organic;2018;Viola;Jakarta;28080;minimarket
24;10/07/2018;1248;4556;25;4063;410;0;organic;2018;Clarissa;Palembang;27950;minimarket
25;03/07/2018;1028;4846;15;3592;956;0;organic;2018;Viola;BalikPapan;28080;minimarket
26;26/06/2018;580;3965;29;3662;1220;0;organic;2018;Viola;Bandung;28080;minimarket
27;19/06/2018;595;4221;0;5110;852;0;organic;2018;Mei;Jakarta;28470;minimarket
28;12/06/2018;939;4044;0;3297;778;0;organic;2018;Eko;Bandung;24050;minimarket
29;05/06/2018;402;3389;13;5183;916;0;organic;2018;Mei;BalikPapan;24830;minimarket
30;29/05/2018;623;3963;5;5230;918;0;organic;2018;Viola;Jayapura;26910;minimarket
31;22/05/2018;751;4399;9;6251;107;0;organic;2018;Edelyn;Jakarta;25610;minimarket
32;15/05/2018;549;3732;166;5472;1003;0;organic;2018;Mei;Surabaya;25740;minimarket
33;08/05/2018;480;3608;7;3417;1002;0;organic;2018;Edelyn;Surabaya;24180;minimarket
34;01/05/2018;1714;3815;2;7400;170;0;organic;2018;Eko;Jakarta;24310;minimarket
35;24/04/2018;1687;3106;14;9179;667;0;organic;2018;Mei;Jakarta;24700;minimarket
36;17/04/2018;933;3820;13;6602;596;0;organic;2018;Clarissa;Jakarta;24570;minimarket
37;10/04/2018;459;2810;13;5674;1831;0;organic;2018;Clarissa;Surabaya;25350;minimarket
38;03/04/2018;831;3208;8;8653;920;0;organic;2018;Clarissa;Medan;23530;minimarket
39;27/03/2018;466;2659;17;6055;1400;0;organic;2018;Viola;Palembang;25350;minimarket
40;20/03/2018;745;3110;15;3438;1113;0;organic;2018;Eko;Palembang;22750;minimarket
41;13/03/2018;2153;2873;0;2744;3571;0;organic;2018;Clarissa;BalikPapan;20670;minimarket
42;06/03/2018;2517;5105;10;1463;7369;0;organic;2018;Edelyn;BalikPapan;19890;minimarket
43;28/02/2018;1136;4948;4;2276;5440;0;organic;2018;Viola;Bandung;21060;minimarket
44;21/02/2018;716;2560;6;1527;4359;0;organic;2018;Viola;Jayapura;23270;minimarket
45;14/02/2018;686;2616;23;1144;1483;0;organic;2018;Clarissa;Bandung;26910;minimarket
46;07/02/2018;793;2576;11;1133;4874;0;organic;2018;Clarissa;Jakarta;24180;minimarket
47;31/01/2018;439;1843;18;230;8866;0;organic;2018;Clarissa;Jakarta;19890;minimarket
48;24/01/2018;372;2326;6;1264;7754;0;organic;2018;Clarissa;Jakarta;23530;minimarket
49;17/01/2018;805;1998;33;565;4981;0;organic;2018;Eko;Jayapura;21840;minimarket
50;10/01/2018;458;2760;9;114;9996;0;organic;2018;Mei;Jakarta;17810;minimarket
51;03/01/2018;150;1458;0;170;7011;0;organic;2018;Clarissa;Jakarta;19890;minimarket
0;25/12/2018;2182;3344;0;3117;15;0;organic;2018;Edelyn;Bandung;24050;minimarket
1;18/12/2018;1653;2713;0;2609;3;0;organic;2018;Eko;Jakarta;23790;minimarket
2;11/12/2018;1880;3240;0;2915;51;0;organic;2018;Mei;Jakarta;23790;minimarket
3;04/12/2018;2315;3215;0;1469;11;0;organic;2018;Eko;Jayapura;25480;minimarket
4;27/11/2018;2026;2529;0;1849;66;0;organic;2018;Clarissa;Jakarta;26130;minimarket
5;20/11/2018;2130;3053;0;2789;104;0;organic;2018;Viola;Medan;26130;minimarket
6;13/11/2018;3177;3130;0;4929;212;0;organic;2018;Edelyn;BalikPapan;24180;minimarket
7;06/11/2018;3221;3921;0;1049;113;0;organic;2018;Viola;Jakarta;30550;minimarket
8;30/10/2018;1437;3459;0;485;13;0;organic;2018;Clarissa;Jakarta;34060;minimarket
9;23/10/2018;2044;2692;0;1219;62;0;organic;2018;Edelyn;BalikPapan;28860;minimarket
